Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S206725707,Eurasian Blue Tit,Cyanistes caeruleus,22114,X,ES-AS,,L38892698,bufones de pria,43.4535637,-4.9700494,2024-12-27,,eBird - Casual Observation,,0,,,1
S211458340,Great Tit,Parus major,22175,X,BE-WAL,Luxembourg,L39864812,Ronzon,50.2249374,5.5210991,2025-02-01,,eBird - Casual Observation,,0,,,1
S327263203,Wood Lark,Lullula arborea,22590,X,ES-AN,Cádiz,L63910699,lulululu,36.7577458,-5.3602308,2026-04-25,,eBird - Casual Observation,,0,,,1
S250261220,Eurasian Skylark,Alauda arvensis,22615,X,NL-ZE,,L47598253,balade mer colocs,51.395977,3.561393,2025-06-14,,eBird - Casual Observation,,0,,,1
S327537356,Thekla's Lark,Galerida theklae,22653,X,ES-AN,Sevilla,L63969581,vu et entendu 1/10 huppé,37.3282698,-5.2100324,2026-04-26,,eBird - Casual Observation,,0,,,1
S326563937,Crested Lark,Galerida cristata,22666,X,ES-AN,Cádiz,L63765641,dunes sur bois mort huppe + son,36.0660439,-5.6765289,2026-04-24,,eBird - Casual Observation,,0,,,1
S327527278,Greater Short-toed Lark,Calandrella brachydactyla,22767,X,ES-AN,Sevilla,L63967558,vu sur le bord de la route puis chemin tririri,37.3402519,-5.2117181,2026-04-26,,eBird - Casual Observation,,0,,,1
S327543590,Calandra Lark,Melanocorypha calandra,22796,X,ES-AN,Sevilla,L63970928,"foncée, bande blanche, entendu",37.3350202,-5.2110426,2026-04-26,,eBird - Casual Observation,,0,,,1
S265993148,Zitting Cisticola,Cisticola juncidis,23528,X,FR-PAC,Bouches-du-Rhône,L51236467,a côté des flamants juste entendu,43.4190141,5.1753354,2025-08-09,,eBird - Casual Observation,,0,,,1
S324150790,Eastern Olivaceous Warbler,Iduna pallida,23634,X,MA-13,,L63291013,oasis,31.0758664,-6.5720042,2026-04-19,,eBird - Casual Observation,,0,,,1
